id,sensor_id,location,temperature,humidity,status,is_anomaly,timestamp
49,S004,Warehouse,20.0,62.38,Normal,0,2024-01-15 01:36:00
50,S005,Office,21.13,48.89,Normal,0,2024-01-15 01:38:00
51,S001,Server Room,18.97,48.56,Normal,0,2024-01-15 01:40:00
52,S002,Server Room,21.47,45.78,Normal,0,2024-01-15 01:42:00
53,S003,Warehouse,18.69,57.32,Normal,0,2024-01-15 01:44:00
54,S004,Warehouse,20.09,62.32,Normal,0,2024-01-15 01:46:00
55,S005,Office,22.82,49.26,Normal,0,2024-01-15 01:48:00
56,S001,Server Room,17.79,42.62,Normal,0,2024-01-15 01:50:00
57,S002,Server Room,21.43,44.24,Normal,0,2024-01-15 01:52:00
58,S003,Warehouse,17.73,57.2,Normal,0,2024-01-15 01:54:00
59,S004,Warehouse,18.88,61.69,Normal,0,2024-01-15 01:56:00
60,S005,Office,23.52,49.43,Normal,0,2024-01-15 01:58:00
61,S001,Server Room,21.16,44.33,Normal,0,2024-01-15 02:00:00
62,S002,Server Room,20.69,41.76,Normal,0,2024-01-15 02:02:00
63,S003,Warehouse,22.89,56.89,Normal,0,2024-01-15 02:04:00
64,S004,Warehouse,21.31,61.44,Normal,0,2024-01-15 02:06:00
65,S005,Office,22.8,49.27,Normal,0,2024-01-15 02:08:00
66,S001,Server Room,20.83,45.11,Normal,0,2024-01-15 02:10:00
67,S002,Server Room,20.37,44.81,Normal,0,2024-01-15 02:12:00
68,S003,Warehouse,11.48,58.09,Warning,1,2024-01-15 02:14:00
69,S004,Warehouse,20.58,63.06,Normal,0,2024-01-15 02:16:00
70,S005,Office,24.02,51.53,Normal,0,2024-01-15 02:18:00
71,S001,Server Room,20.55,46.14,Normal,0,2024-01-15 02:20:00
72,S002,Server Room,21.13,43.64,Normal,0,2024-01-15 02:22:00
73,S003,Warehouse,18.01,59.8,Normal,0,2024-01-15 02:24:00
74,S004,Warehouse,19.06,62.76,Normal,0,2024-01-15 02:26:00
75,S005,Office,22.18,51.09,Normal,0,2024-01-15 02:28:00
76,S001,Server Room,21.18,45.22,Normal,0,2024-01-15 02:30:00
77,S002,Server Room,22.4,48.38,Normal,0,2024-01-15 02:32:00
78,S003,Warehouse,16.8,60.58,Normal,0,2024-01-15 02:34:00
79,S004,Warehouse,20.59,61.98,Normal,0,2024-01-15 02:36:00
80,S005,Office,20.97,49.6,Normal,0,2024-01-15 02:38:00
81,S001,Server Room,20.95,46.52,Normal,0,2024-01-15 02:40:00
82,S002,Server Room,20.41,45.58,Normal,0,2024-01-15 02:42:00
83,S003,Warehouse,21.7,59.89,Normal,0,2024-01-15 02:44:00
84,S004,Warehouse,21.81,64.2,Normal,0,2024-01-15 02:46:00
85,S005,Office,23.01,49.7,Normal,0,2024-01-15 02:48:00
86,S001,Server Room,20.48,43.55,Normal,0,2024-01-15 02:50:00
87,S002,Server Room,22.23,42.97,Normal,0,2024-01-15 02:52:00
88,S003,Warehouse,20.03,58.71,Normal,0,2024-01-15 02:54:00
89,S004,Warehouse,21.86,63.04,Normal,0,2024-01-15 02:56:00
90,S005,Office,23.3,48.92,Normal,0,2024-01-15 02:58:00
91,S001,Server Room,20.46,51.04,Normal,0,2024-01-15 03:00:00
92,S002,Server Room,20.58,47.77,Normal,0,2024-01-15 03:02:00
93,S003,Warehouse,22.77,61.3,Normal,0,2024-01-15 03:04:00
94,S004,Warehouse,15.08,64.6,Normal,0,2024-01-15 03:06:00
95,S005,Office,24.39,49.17,Normal,0,2024-01-15 03:08:00
96,S001,Server Room,20.21,44.03,Normal,0,2024-01-15 03:10:00
97,S002,Server Room,22.33,45.15,Normal,0,2024-01-15 03:12:00
98,S003,Warehouse,20.51,58.12,Normal,0,2024-01-15 03:14:00
99,S004,Warehouse,13.36,64.71,Normal,1,2024-01-15 03:16:00
100,S005,Office,22.88,49.31,Normal,0,2024-01-15 03:18:00
101,S001,Server Room,23.63,43.65,Normal,0,2024-01-15 03:20:00
102,S002,Server Room,18.78,44.95,Normal,0,2024-01-15 03:22:00
103,S003,Warehouse,17.7,58.29,Normal,0,2024-01-15 03:24:00
104,S004,Warehouse,19.1,64.33,Normal,0,2024-01-15 03:26:00
105,S005,Office,23.34,49.88,Normal,0,2024-01-15 03:28:00
106,S001,Server Room,17.61,45.16,Normal,0,2024-01-15 03:30:00
107,S002,Server Room,21.2,45.41,Normal,0,2024-01-15 03:32:00
108,S003,Warehouse,19.38,57.62,Normal,0,2024-01-15 03:34:00
109,S004,Warehouse,19.05,60.47,Normal,0,2024-01-15 03:36:00
110,S005,Office,20.99,55.59,Normal,0,2024-01-15 03:38:00
111,S001,Server Room,18.25,43.42,Normal,0,2024-01-15 03:40:00
112,S002,Server Room,36.71,46.5,Critical,1,2024-01-15 03:42:00
113,S003,Warehouse,19.91,58.62,Normal,0,2024-01-15 03:44:00
114,S004,Warehouse,17.15,57.7,Normal,0,2024-01-15 03:46:00
115,S005,Office,22.19,48.29,Normal,0,2024-01-15 03:48:00
116,S001,Server Room,18.09,43.31,Normal,0,2024-01-15 03:50:00
117,S002,Server Room,22.6,40.76,Normal,0,2024-01-15 03:52:00
118,S003,Warehouse,22.23,61.1,Normal,0,2024-01-15 03:54:00
119,S004,Warehouse,18.74,61.73,Normal,0,2024-01-15 03:56:00
120,S005,Office,22.43,49.52,Normal,0,2024-01-15 03:58:00
121,S001,Server Room,20.09,44.4,Normal,0,2024-01-15 04:00:00
122,S002,Server Room,12.76,45.31,Warning,1,2024-01-15 04:02:00
123,S003,Warehouse,22.7,56.28,Normal,0,2024-01-15 04:04:00
124,S004,Warehouse,18.07,62.78,Normal,0,2024-01-15 04:06:00
125,S005,Office,23.26,51.27,Normal,0,2024-01-15 04:08:00
126,S001,Server Room,20.3,47.28,Normal,0,2024-01-15 04:10:00
127,S002,Server Room,20.45,44.16,Normal,0,2024-01-15 04:12:00
128,S003,Warehouse,21.21,58.72,Normal,0,2024-01-15 04:14:00
129,S004,Warehouse,24.03,66.06,Normal,0,2024-01-15 04:16:00
130,S005,Office,23.75,47.98,Normal,0,2024-01-15 04:18:00
131,S001,Server Room,19.36,46.4,Normal,0,2024-01-15 04:20:00
132,S002,Server Room,20.43,42.91,Normal,0,2024-01-15 04:22:00
133,S003,Warehouse,19.45,58.71,Normal,0,2024-01-15 04:24:00
134,S004,Warehouse,13.38,62.48,Normal,1,2024-01-15 04:26:00
135,S005,Office,23.16,48.23,Normal,0,2024-01-15 04:28:00
136,S001,Server Room,19.1,48.25,Normal,0,2024-01-15 04:30:00
137,S002,Server Room,22.69,44.07,Normal,0,2024-01-15 04:32:00
138,S003,Warehouse,14.22,57.81,Normal,1,2024-01-15 04:34:00
139,S004,Warehouse,21.3,61.98,Normal,0,2024-01-15 04:36:00
140,S005,Office,23.34,49.35,Normal,0,2024-01-15 04:38:00
141,S001,Server Room,19.37,43.32,Normal,0,2024-01-15 04:40:00
142,S002,Server Room,21.52,41.36,Normal,0,2024-01-15 04:42:00
143,S003,Warehouse,32.9,62.06,Critical,1,2024-01-15 04:44:00
144,S004,Warehouse,18.44,62.13,Normal,0,2024-01-15 04:46:00
145,S005,Office,23.33,51.11,Normal,0,2024-01-15 04:48:00
146,S001,Server Room,20.77,47.5,Normal,0,2024-01-15 04:50:00
147,S002,Server Room,20.98,45.18,Normal,0,2024-01-15 04:52:00
148,S003,Warehouse,21.75,61.2,Normal,0,2024-01-15 04:54:00
149,S004,Warehouse,14.05,63.52,Normal,0,2024-01-15 04:56:00
150,S005,Office,22.2,48.31,Normal,0,2024-01-15 04:58:00
151,S001,Server Room,20.88,46.75,Normal,0,2024-01-15 05:00:00
152,S002,Server Room,20.33,41.33,Normal,0,2024-01-15 05:02:00
153,S003,Warehouse,20.88,60.1,Normal,0,2024-01-15 05:04:00
154,S004,Warehouse,19.93,60.61,Normal,0,2024-01-15 05:06:00
155,S005,Office,24.27,49.9,Normal,0,2024-01-15 05:08:00
156,S001,Server Room,20.01,43.31,Normal,0,2024-01-15 05:10:00
157,S002,Server Room,20.7,41.94,Normal,0,2024-01-15 05:12:00
158,S003,Warehouse,17.42,58.66,Normal,0,2024-01-15 05:14:00
159,S004,Warehouse,18.17,65.86,Normal,0,2024-01-15 05:16:00
160,S005,Office,23.26,47.74,Normal,0,2024-01-15 05:18:00
161,S001,Server Room,24.58,42.9,Normal,0,2024-01-15 05:20:00
162,S002,Server Room,21.54,47.52,Normal,0,2024-01-15 05:22:00
163,S003,Warehouse,17.36,58.11,Normal,0,2024-01-15 05:24:00
164,S004,Warehouse,18.23,62.93,Normal,0,2024-01-15 05:26:00
165,S005,Office,25.0,47.48,Normal,0,2024-01-15 05:28:00
166,S001,Server Room,22.12,43.37,Normal,0,2024-01-15 05:30:00
167,S002,Server Room,24.02,42.59,Normal,0,2024-01-15 05:32:00
168,S003,Warehouse,21.02,58.28,Normal,0,2024-01-15 05:34:00
169,S004,Warehouse,19.87,63.05,Normal,0,2024-01-15 05:36:00
170,S005,Office,23.67,48.74,Normal,0,2024-01-15 05:38:00
171,S001,Server Room,18.04,42.81,Normal,0,2024-01-15 05:40:00
172,S002,Server Room,20.27,44.42,Normal,0,2024-01-15 05:42:00
173,S003,Warehouse,19.04,57.78,Normal,0,2024-01-15 05:44:00
174,S004,Warehouse,17.5,61.46,Normal,0,2024-01-15 05:46:00
175,S005,Office,21.17,51.52,Normal,0,2024-01-15 05:48:00
176,S001,Server Room,18.91,46.43,Normal,0,2024-01-15 05:50:00
177,S002,Server Room,21.9,42.46,Normal,0,2024-01-15 05:52:00
178,S003,Warehouse,19.88,57.22,Normal,0,2024-01-15 05:54:00
179,S004,Warehouse,20.37,63.45,Normal,0,2024-01-15 05:56:00
180,S005,Office,23.38,52.63,Normal,0,2024-01-15 05:58:00
181,S001,Server Room,22.48,45.31,Normal,0,2024-01-15 06:00:00
182,S002,Server Room,19.11,45.7,Normal,0,2024-01-15 06:02:00
183,S003,Warehouse,20.97,61.73,Normal,0,2024-01-15 06:04:00
184,S004,Warehouse,21.12,65.21,Normal,0,2024-01-15 06:06:00
185,S005,Office,24.14,49.11,Normal,0,2024-01-15 06:08:00
186,S001,Server Room,20.24,46.48,Normal,0,2024-01-15 06:10:00
187,S002,Server Room,19.78,42.62,Normal,0,2024-01-15 06:12:00
188,S003,Warehouse,20.18,57.8,Normal,0,2024-01-15 06:14:00
189,S004,Warehouse,23.22,61.98,Normal,0,2024-01-15 06:16:00
190,S005,Office,22.72,47.6,Normal,0,2024-01-15 06:18:00
191,S001,Server Room,21.56,49.08,Normal,0,2024-01-15 06:20:00
192,S002,Server Room,21.49,40.54,Normal,0,2024-01-15 06:22:00
193,S003,Warehouse,19.89,60.81,Normal,0,2024-01-15 06:24:00
194,S004,Warehouse,32.81,66.06,Critical,1,2024-01-15 06:26:00
195,S005,Office,24.68,48.6,Normal,0,2024-01-15 06:28:00
196,S001,Server Room,22.51,46.29,Normal,0,2024-01-15 06:30:00
197,S002,Server Room,21.07,45.85,Normal,0,2024-01-15 06:32:00
198,S003,Warehouse,15.91,57.89,Normal,0,2024-01-15 06:34:00
199,S004,Warehouse,21.47,60.18,Normal,0,2024-01-15 06:36:00
200,S005,Office,21.73,52.19,Normal,0,2024-01-15 06:38:00
201,S001,Server Room,18.78,43.67,Normal,0,2024-01-15 06:40:00
202,S002,Server Room,21.95,43.8,Normal,0,2024-01-15 06:42:00
203,S003,Warehouse,18.36,60.28,Normal,0,2024-01-15 06:44:00
204,S004,Warehouse,19.33,60.11,Normal,0,2024-01-15 06:46:00
205,S005,Office,23.35,50.04,Normal,0,2024-01-15 06:48:00
206,S001,Server Room,18.73,45.77,Normal,0,2024-01-15 06:50:00
207,S002,Server Room,20.35,46.86,Normal,0,2024-01-15 06:52:00
208,S003,Warehouse,20.03,58.39,Normal,0,2024-01-15 06:54:00
209,S004,Warehouse,19.82,64.99,Normal,0,2024-01-15 06:56:00
210,S005,Office,22.38,48.96,Normal,0,2024-01-15 06:58:00
211,S001,Server Room,18.3,46.23,Normal,0,2024-01-15 07:00:00
212,S002,Server Room,21.08,45.87,Normal,0,2024-01-15 07:02:00
213,S003,Warehouse,21.47,59.6,Normal,0,2024-01-15 07:04:00
214,S004,Warehouse,20.17,59.34,Normal,0,2024-01-15 07:06:00
215,S005,Office,22.75,49.15,Normal,0,2024-01-15 07:08:00
216,S001,Server Room,17.79,43.15,Normal,0,2024-01-15 07:10:00
217,S002,Server Room,21.21,46.01,Normal,0,2024-01-15 07:12:00
218,S003,Warehouse,22.56,63.5,Normal,0,2024-01-15 07:14:00
219,S004,Warehouse,23.49,59.81,Normal,0,2024-01-15 07:16:00
220,S005,Office,24.15,51.54,Normal,0,2024-01-15 07:18:00
221,S001,Server Room,10.69,45.67,Critical,1,2024-01-15 07:20:00
222,S002,Server Room,21.14,44.85,Normal,0,2024-01-15 07:22:00
223,S003,Warehouse,21.67,61.58,Normal,0,2024-01-15 07:24:00
224,S004,Warehouse,18.8,59.42,Normal,0,2024-01-15 07:26:00
225,S005,Office,22.64,50.88,Normal,0,2024-01-15 07:28:00
226,S001,Server Room,22.15,43.18,Normal,0,2024-01-15 07:30:00
227,S002,Server Room,22.4,43.27,Normal,0,2024-01-15 07:32:00
228,S003,Warehouse,20.37,63.56,Normal,0,2024-01-15 07:34:00
229,S004,Warehouse,18.94,63.56,Normal,0,2024-01-15 07:36:00
230,S005,Office,25.51,49.62,Warning,0,2024-01-15 07:38:00
231,S001,Server Room,17.87,47.56,Normal,0,2024-01-15 07:40:00
232,S002,Server Room,22.29,43.46,Normal,0,2024-01-15 07:42:00
233,S003,Warehouse,28.5,57.53,Warning,1,2024-01-15 07:44:00
234,S004,Warehouse,20.51,61.46,Normal,0,2024-01-15 07:46:00
235,S005,Office,22.52,47.85,Normal,0,2024-01-15 07:48:00
236,S001,Server Room,20.09,43.96,Normal,0,2024-01-15 07:50:00
237,S002,Server Room,22.12,42.49,Normal,0,2024-01-15 07:52:00
238,S003,Warehouse,21.1,62.05,Normal,0,2024-01-15 07:54:00
239,S004,Warehouse,21.92,58.43,Normal,0,2024-01-15 07:56:00
240,S005,Office,26.01,49.14,Warning,0,2024-01-15 07:58:00
241,S001,Server Room,20.68,44.27,Normal,0,2024-01-15 08:00:00
242,S002,Server Room,20.76,48.04,Normal,0,2024-01-15 08:02:00
243,S003,Warehouse,20.35,59.68,Normal,0,2024-01-15 08:04:00
244,S004,Warehouse,17.22,61.57,Normal,0,2024-01-15 08:06:00
245,S005,Office,23.02,50.52,Normal,0,2024-01-15 08:08:00
246,S001,Server Room,18.44,45.97,Normal,0,2024-01-15 08:10:00
247,S002,Server Room,21.91,42.51,Normal,0,2024-01-15 08:12:00
248,S003,Warehouse,18.55,60.62,Normal,0,2024-01-15 08:14:00
249,S004,Warehouse,20.06,61.93,Normal,0,2024-01-15 08:16:00
250,S005,Office,23.44,49.24,Normal,0,2024-01-15 08:18:00
251,S001,Server Room,23.04,42.49,Normal,0,2024-01-15 08:20:00
252,S002,Server Room,21.02,51.01,Normal,0,2024-01-15 08:22:00
253,S003,Warehouse,20.51,57.68,Normal,0,2024-01-15 08:24:00
254,S004,Warehouse,20.44,64.72,Normal,0,2024-01-15 08:26:00
255,S005,Office,22.7,50.78,Normal,0,2024-01-15 08:28:00
256,S001,Server Room,19.67,46.77,Normal,0,2024-01-15 08:30:00
257,S002,Server Room,19.47,45.46,Normal,0,2024-01-15 08:32:00
258,S003,Warehouse,20.23,62.72,Normal,0,2024-01-15 08:34:00
259,S004,Warehouse,19.37,60.56,Normal,0,2024-01-15 08:36:00
260,S005,Office,23.29,49.17,Normal,0,2024-01-15 08:38:00
261,S001,Server Room,19.89,45.63,Normal,0,2024-01-15 08:40:00
262,S002,Server Room,22.62,46.79,Normal,0,2024-01-15 08:42:00
263,S003,Warehouse,20.58,58.36,Normal,0,2024-01-15 08:44:00
264,S004,Warehouse,23.25,63.08,Normal,0,2024-01-15 08:46:00
265,S005,Office,23.64,50.16,Normal,0,2024-01-15 08:48:00
266,S001,Server Room,19.18,44.37,Normal,0,2024-01-15 08:50:00
267,S002,Server Room,31.91,45.15,Critical,1,2024-01-15 08:52:00
268,S003,Warehouse,17.26,60.63,Normal,0,2024-01-15 08:54:00
269,S004,Warehouse,22.06,60.89,Normal,0,2024-01-15 08:56:00
270,S005,Office,23.84,48.28,Normal,0,2024-01-15 08:58:00
271,S001,Server Room,20.89,46.25,Normal,0,2024-01-15 09:00:00
272,S002,Server Room,22.98,42.16,Normal,0,2024-01-15 09:02:00
273,S003,Warehouse,33.03,61.28,Critical,1,2024-01-15 09:04:00
274,S004,Warehouse,20.8,62.82,Normal,0,2024-01-15 09:06:00
275,S005,Office,23.81,53.06,Normal,0,2024-01-15 09:08:00
276,S001,Server Room,19.88,42.18,Normal,0,2024-01-15 09:10:00
277,S002,Server Room,21.34,42.58,Normal,0,2024-01-15 09:12:00
278,S003,Warehouse,21.64,59.3,Normal,0,2024-01-15 09:14:00
279,S004,Warehouse,19.65,62.95,Normal,0,2024-01-15 09:16:00
280,S005,Office,23.06,50.5,Normal,0,2024-01-15 09:18:00
281,S001,Server Room,18.81,46.62,Normal,0,2024-01-15 09:20:00
282,S002,Server Room,21.28,43.75,Normal,0,2024-01-15 09:22:00
283,S003,Warehouse,19.14,60.34,Normal,0,2024-01-15 09:24:00
284,S004,Warehouse,20.99,62.07,Normal,0,2024-01-15 09:26:00
285,S005,Office,26.85,49.18,Warning,0,2024-01-15 09:28:00
286,S001,Server Room,23.53,47.08,Normal,0,2024-01-15 09:30:00
287,S002,Server Room,20.61,44.07,Normal,0,2024-01-15 09:32:00
288,S003,Warehouse,17.07,56.45,Normal,0,2024-01-15 09:34:00
289,S004,Warehouse,20.22,63.35,Normal,0,2024-01-15 09:36:00
290,S005,Office,24.3,50.39,Normal,0,2024-01-15 09:38:00
291,S001,Server Room,22.11,42.21,Normal,0,2024-01-15 09:40:00
292,S002,Server Room,22.1,41.23,Normal,0,2024-01-15 09:42:00
293,S003,Warehouse,21.12,61.81,Normal,0,2024-01-15 09:44:00
294,S004,Warehouse,21.41,60.0,Normal,0,2024-01-15 09:46:00
295,S005,Office,24.73,49.14,Normal,0,2024-01-15 09:48:00
296,S001,Server Room,19.21,42.84,Normal,0,2024-01-15 09:50:00
297,S002,Server Room,21.49,44.0,Normal,0,2024-01-15 09:52:00
298,S003,Warehouse,21.35,58.33,Normal,0,2024-01-15 09:54:00
299,S004,Warehouse,25.22,61.37,Normal,0,2024-01-15 09:56:00
300,S005,Office,23.08,53.04,Normal,0,2024-01-15 09:58:00
301,S001,Server Room,18.95,45.16,Normal,0,2024-01-15 10:00:00
302,S002,Server Room,21.13,44.89,Normal,0,2024-01-15 10:02:00
303,S003,Warehouse,10.57,62.93,Warning,1,2024-01-15 10:04:00
304,S004,Warehouse,19.33,65.33,Normal,0,2024-01-15 10:06:00
305,S005,Office,22.72,51.9,Normal,0,2024-01-15 10:08:00
306,S001,Server Room,18.87,44.82,Normal,0,2024-01-15 10:10:00
307,S002,Server Room,20.68,44.2,Normal,0,2024-01-15 10:12:00
308,S003,Warehouse,23.23,61.43,Normal,0,2024-01-15 10:14:00
309,S004,Warehouse,20.25,62.17,Normal,0,2024-01-15 10:16:00
310,S005,Office,23.01,52.3,Normal,0,2024-01-15 10:18:00
311,S001,Server Room,10.34,45.48,Critical,1,2024-01-15 10:20:00
312,S002,Server Room,19.32,46.96,Normal,0,2024-01-15 10:22:00
313,S003,Warehouse,20.63,58.78,Normal,0,2024-01-15 10:24:00
314,S004,Warehouse,19.59,58.71,Normal,0,2024-01-15 10:26:00
315,S005,Office,25.4,49.55,Warning,0,2024-01-15 10:28:00
316,S001,Server Room,20.16,45.7,Normal,0,2024-01-15 10:30:00
317,S002,Server Room,20.03,43.57,Normal,0,2024-01-15 10:32:00
318,S003,Warehouse,17.14,56.27,Normal,0,2024-01-15 10:34:00
319,S004,Warehouse,20.29,60.99,Normal,0,2024-01-15 10:36:00
320,S005,Office,24.09,50.74,Normal,0,2024-01-15 10:38:00
321,S001,Server Room,22.28,45.79,Normal,0,2024-01-15 10:40:00
322,S002,Server Room,21.33,42.03,Normal,0,2024-01-15 10:42:00
323,S003,Warehouse,27.01,58.28,Normal,1,2024-01-15 10:44:00
324,S004,Warehouse,21.04,60.1,Normal,0,2024-01-15 10:46:00
325,S005,Office,23.91,51.49,Normal,0,2024-01-15 10:48:00
326,S001,Server Room,20.71,43.98,Normal,0,2024-01-15 10:50:00
327,S002,Server Room,21.2,43.3,Normal,0,2024-01-15 10:52:00
328,S003,Warehouse,21.98,58.33,Normal,0,2024-01-15 10:54:00
329,S004,Warehouse,25.09,62.47,Normal,0,2024-01-15 10:56:00
330,S005,Office,22.36,48.25,Normal,0,2024-01-15 10:58:00
331,S001,Server Room,20.27,44.61,Normal,0,2024-01-15 11:00:00
332,S002,Server Room,20.27,45.49,Normal,0,2024-01-15 11:02:00
333,S003,Warehouse,17.91,58.86,Normal,0,2024-01-15 11:04:00
334,S004,Warehouse,13.77,61.54,Normal,1,2024-01-15 11:06:00
335,S005,Office,23.11,49.91,Normal,0,2024-01-15 11:08:00
336,S001,Server Room,21.06,44.84,Normal,0,2024-01-15 11:10:00
337,S002,Server Room,21.74,45.41,Normal,0,2024-01-15 11:12:00
338,S003,Warehouse,20.24,62.34,Normal,0,2024-01-15 11:14:00
339,S004,Warehouse,27.47,65.18,Normal,0,2024-01-15 11:16:00
340,S005,Office,21.88,49.26,Normal,0,2024-01-15 11:18:00
341,S001,Server Room,16.75,43.45,Normal,0,2024-01-15 11:20:00
342,S002,Server Room,21.69,43.49,Normal,0,2024-01-15 11:22:00
343,S003,Warehouse,21.79,58.84,Normal,0,2024-01-15 11:24:00
344,S004,Warehouse,21.64,57.75,Normal,0,2024-01-15 11:26:00
345,S005,Office,23.29,48.65,Normal,0,2024-01-15 11:28:00
346,S001,Server Room,20.01,43.04,Normal,0,2024-01-15 11:30:00
347,S002,Server Room,20.03,45.37,Normal,0,2024-01-15 11:32:00
348,S003,Warehouse,37.03,57.4,Critical,1,2024-01-15 11:34:00
349,S004,Warehouse,23.24,63.92,Normal,0,2024-01-15 11:36:00
350,S005,Office,23.38,49.82,Normal,0,2024-01-15 11:38:00
351,S001,Server Room,19.57,45.3,Normal,0,2024-01-15 11:40:00
352,S002,Server Room,20.43,43.22,Normal,0,2024-01-15 11:42:00
353,S003,Warehouse,22.86,60.22,Normal,0,2024-01-15 11:44:00
354,S004,Warehouse,23.19,59.06,Normal,0,2024-01-15 11:46:00
355,S005,Office,23.62,50.74,Normal,0,2024-01-15 11:48:00
356,S001,Server Room,18.18,46.63,Normal,0,2024-01-15 11:50:00
357,S002,Server Room,21.22,43.43,Normal,0,2024-01-15 11:52:00
358,S003,Warehouse,18.02,61.88,Normal,0,2024-01-15 11:54:00
359,S004,Warehouse,20.63,62.82,Normal,0,2024-01-15 11:56:00
360,S005,Office,22.45,48.69,Normal,0,2024-01-15 11:58:00
361,S001,Server Room,21.62,43.13,Normal,0,2024-01-15 12:00:00
362,S002,Server Room,22.44,43.72,Normal,0,2024-01-15 12:02:00
363,S003,Warehouse,21.19,62.38,Normal,0,2024-01-15 12:04:00
364,S004,Warehouse,20.1,59.77,Normal,0,2024-01-15 12:06:00
365,S005,Office,21.72,49.07,Normal,0,2024-01-15 12:08:00
366,S001,Server Room,21.35,43.02,Normal,0,2024-01-15 12:10:00
367,S002,Server Room,21.38,42.34,Normal,0,2024-01-15 12:12:00
368,S003,Warehouse,18.48,57.74,Normal,0,2024-01-15 12:14:00
369,S004,Warehouse,20.89,58.43,Normal,0,2024-01-15 12:16:00
370,S005,Office,23.84,49.23,Normal,0,2024-01-15 12:18:00
371,S001,Server Room,22.29,48.36,Normal,0,2024-01-15 12:20:00
372,S002,Server Room,22.61,47.44,Normal,0,2024-01-15 12:22:00
373,S003,Warehouse,32.13,58.77,Critical,1,2024-01-15 12:24:00
374,S004,Warehouse,19.44,65.42,Normal,0,2024-01-15 12:26:00
375,S005,Office,23.02,49.01,Normal,0,2024-01-15 12:28:00
376,S001,Server Room,20.34,47.47,Normal,0,2024-01-15 12:30:00
